invoice_id,invoice_line_id,linked_order_line_id,quantity,net_price,sales_amount,invoice_date,status
INV_000729,IL_000729,OL_000635,1,860.54,860.54,2024-05-22,invoiced
INV_000702,IL_000702,OL_000609,8,159.04,1272.32,2024-05-23,invoiced
INV_000704,IL_000704,OL_000611,5,203.05,1015.25,2024-05-23,invoiced
INV_000707,IL_000707,OL_000613,2,728.62,1457.24,2024-05-23,invoiced
INV_000713,IL_000713,OL_000619,5,260.34,1301.6999999999998,2024-05-23,invoiced
INV_000714,IL_000714,OL_000620,1,885.26,885.26,2024-05-23,invoiced
INV_000717,IL_000717,OL_000623,6,405.52,2433.12,2024-05-23,invoiced
INV_000720,IL_000720,OL_000626,2,767.14,1534.28,2024-05-23,invoiced
INV_000727,IL_000727,OL_000633,3,206.14,618.42,2024-05-23,invoiced
INV_000728,IL_000728,OL_000634,3,189.49,568.47,2024-05-23,invoiced
INV_000699,IL_000699,OL_000607,2,877.83,1755.66,2024-05-24,invoiced
INV_000708,IL_000708,OL_000614,1,634.97,634.97,2024-05-24,invoiced
INV_000709,IL_000709,OL_000615,5,503.19,2515.95,2024-05-24,invoiced
INV_000712,IL_000712,OL_000618,4,409.93,1639.72,2024-05-24,invoiced
INV_000724,IL_000724,OL_000630,1,596.15,596.15,2024-05-24,invoiced
INV_000725,IL_000725,OL_000631,3,161.54,484.62,2024-05-24,invoiced
INV_000730,IL_000730,OL_000636,1,162.51,162.51,2024-05-24,invoiced
INV_000697,IL_000697,OL_000605,5,404.61,2023.0500000000002,2024-05-25,invoiced
INV_000710,IL_000710,OL_000616,5,191.62,958.1,2024-05-25,invoiced
INV_000715,IL_000715,OL_000621,2,602.72,1205.44,2024-05-25,invoiced
INV_000716,IL_000716,OL_000622,8,161.37,1290.96,2024-05-25,invoiced
INV_000726,IL_000726,OL_000632,4,407.78,1631.12,2024-05-25,invoiced
INV_000732,IL_000732,OL_000638,1,630.19,630.19,2024-05-25,invoiced
INV_000674,IL_000674,OL_000584,4,163.75,655.0,2024-05-26,delayed
INV_000695,IL_000695,OL_000603,10,180.1,1801.0,2024-05-26,invoiced
INV_000696,IL_000696,OL_000604,2,352.97,705.94,2024-05-26,invoiced
INV_000731,IL_000731,OL_000637,1,422.47,422.47,2024-05-26,invoiced
INV_000682,IL_000682,OL_000590,2,534.98,1069.96,2024-05-27,delayed
INV_000698,IL_000698,OL_000606,6,250.77,1504.6200000000001,2024-05-27,invoiced
INV_000711,IL_000711,OL_000617,9,181.69,1635.21,2024-05-27,invoiced
INV_000718,IL_000718,OL_000624,4,201.96,807.84,2024-05-27,invoiced
INV_000722,IL_000722,OL_000628,4,193.63,774.52,2024-05-27,invoiced
INV_000733,IL_000733,OL_000639,5,175.56,877.8,2024-05-28,partial
INV_000747,IL_000747,OL_000652,3,190.27,570.8100000000001,2024-05-28,partial
INV_000755,IL_000755,OL_000658,2,190.3,380.6,2024-05-28,partial
INV_000751,IL_000751,OL_000655,3,161.45,484.34999999999997,2024-05-29,invoiced
INV_000736,IL_000736,OL_000641,5,398.02,1990.1,2024-05-30,invoiced
INV_000752,IL_000752,OL_000656,2,408.73,817.46,2024-05-30,partial
INV_000759,IL_000759,OL_000661,1,157.39,157.39,2024-05-30,invoiced
INV_000760,IL_000760,OL_000662,1,411.52,411.52,2024-05-30,invoiced
INV_000761,IL_000761,OL_000663,2,619.96,1239.92,2024-05-30,invoiced
INV_000735,IL_000735,OL_000640,2,342.51,685.02,2024-05-31,invoiced
INV_000742,IL_000742,OL_000647,5,201.95,1009.75,2024-05-31,invoiced
INV_000754,IL_000754,OL_000657,2,208.55,417.1,2024-05-31,invoiced
INV_000701,IL_000701,OL_000608,2,603.46,1206.92,2024-06-01,delayed
INV_000740,IL_000740,OL_000645,8,165.64,1325.12,2024-06-01,invoiced
INV_000746,IL_000746,OL_000651,5,529.89,2649.45,2024-06-01,invoiced
INV_000737,IL_000737,OL_000642,6,253.71,1522.26,2024-06-02,invoiced
INV_000738,IL_000738,OL_000643,2,863.88,1727.76,2024-06-02,invoiced
INV_000739,IL_000739,OL_000644,3,600.97,1802.91,2024-06-02,invoiced
INV_000743,IL_000743,OL_000648,3,969.91,2909.73,2024-06-02,invoiced
INV_000745,IL_000745,OL_000650,1,624.11,624.11,2024-06-02,invoiced
INV_000749,IL_000749,OL_000653,1,349.33,349.33,2024-06-02,invoiced
INV_000750,IL_000750,OL_000654,1,602.98,602.98,2024-06-02,invoiced
INV_000757,IL_000757,OL_000659,1,860.15,860.15,2024-06-02,invoiced
INV_000734,IL_000734,OL_000639,4,175.56,702.24,2024-06-03,delayed
INV_000741,IL_000741,OL_000646,7,415.56,2908.92,2024-06-03,invoiced
INV_000744,IL_000744,OL_000649,2,722.82,1445.64,2024-06-03,invoiced
INV_000758,IL_000758,OL_000660,1,597.2,597.2,2024-06-03,invoiced
INV_000706,IL_000706,OL_000612,2,958.06,1916.12,2024-06-04,delayed
INV_000770,IL_000770,OL_000671,4,406.24,1624.96,2024-06-04,partial
INV_000789,IL_000789,OL_000688,3,525.67,1577.0099999999998,2024-06-04,partial
INV_000775,IL_000775,OL_000675,1,642.89,642.89,2024-06-05,invoiced
INV_000776,IL_000776,OL_000676,2,534.98,1069.96,2024-06-05,partial
INV_000782,IL_000782,OL_000681,1,892.67,892.67,2024-06-05,invoiced
INV_000783,IL_000783,OL_000682,2,596.8,1193.6,2024-06-05,invoiced
INV_000784,IL_000784,OL_000683,8,159.86,1278.88,2024-06-05,invoiced
INV_000786,IL_000786,OL_000685,4,206.17,824.68,2024-06-05,invoiced
INV_000804,IL_000804,OL_000702,2,594.56,1189.12,2024-06-05,invoiced
INV_000748,IL_000748,OL_000652,2,190.27,380.54,2024-06-06,delayed
INV_000764,IL_000764,OL_000666,3,396.72,1190.16,2024-06-06,partial
INV_000768,IL_000768,OL_000669,3,603.49,1810.47,2024-06-06,invoiced
INV_000769,IL_000769,OL_000670,8,161.39,1291.12,2024-06-06,invoiced
INV_000774,IL_000774,OL_000674,2,764.49,1528.98,2024-06-06,invoiced
INV_000780,IL_000780,OL_000679,4,402.82,1611.28,2024-06-06,invoiced
INV_000799,IL_000799,OL_000697,1,159.7,159.7,2024-06-06,invoiced
INV_000787,IL_000787,OL_000686,2,935.69,1871.38,2024-06-07,invoiced
INV_000794,IL_000794,OL_000692,3,160.94,482.82,2024-06-07,invoiced
INV_000795,IL_000795,OL_000693,3,403.71,1211.1299999999999,2024-06-07,invoiced
INV_000796,IL_000796,OL_000694,3,207.78,623.34,2024-06-07,invoiced
INV_000802,IL_000802,OL_000700,3,175.75,527.25,2024-06-07,invoiced
INV_000772,IL_000772,OL_000672,5,205.37,1026.85,2024-06-08,invoiced
INV_000773,IL_000773,OL_000673,3,964.93,2894.79,2024-06-08,invoiced
INV_000779,IL_000779,OL_000678,9,170.21,1531.89,2024-06-08,invoiced
INV_000793,IL_000793,OL_000691,1,586.61,586.61,2024-06-08,invoiced
INV_000753,IL_000753,OL_000656,2,408.73,817.46,2024-06-09,delayed
INV_000762,IL_000762,OL_000664,9,176.17,1585.53,2024-06-09,invoiced
INV_000766,IL_000766,OL_000667,5,258.86,1294.3000000000002,2024-06-09,invoiced
INV_000767,IL_000767,OL_000668,2,879.48,1758.96,2024-06-09,invoiced
INV_000797,IL_000797,OL_000695,3,195.22,585.66,2024-06-09,invoiced
INV_000798,IL_000798,OL_000696,1,874.14,874.14,2024-06-09,invoiced
INV_000803,IL_000803,OL_000701,1,346.92,346.92,2024-06-09,invoiced
INV_000805,IL_000805,OL_000703,3,204.65,613.95,2024-06-09,invoiced
INV_000806,IL_000806,OL_000704,2,520.5,1041.0,2024-06-09,invoiced
INV_000763,IL_000763,OL_000665,2,347.36,694.72,2024-06-10,invoiced
INV_000778,IL_000778,OL_000677,5,194.18,970.9000000000001,2024-06-10,invoiced
INV_000781,IL_000781,OL_000680,5,262.44,1312.2,2024-06-10,invoiced
INV_000785,IL_000785,OL_000684,5,413.59,2067.95,2024-06-10,invoiced
INV_000788,IL_000788,OL_000687,2,741.29,1482.58,2024-06-10,invoiced
INV_000791,IL_000791,OL_000689,4,191.5,766.0,2024-06-10,invoiced
INV_000792,IL_000792,OL_000690,1,348.35,348.35,2024-06-10,invoiced
INV_000800,IL_000800,OL_000698,1,410.04,410.04,2024-06-10,invoiced
INV_000801,IL_000801,OL_000699,1,633.28,633.28,2024-06-10,invoiced
INV_000756,IL_000756,OL_000658,1,190.3,190.3,2024-06-11,delayed
INV_000810,IL_000810,OL_000708,4,250.43,1001.72,2024-06-11,partial
INV_000814,IL_000814,OL_000711,4,159.46,637.84,2024-06-11,partial
INV_000818,IL_000818,OL_000714,2,949.18,1898.36,2024-06-12,partial
INV_000823,IL_000823,OL_000718,2,193.01,386.02,2024-06-12,partial
INV_000827,IL_000827,OL_000721,2,158.69,317.38,2024-06-12,partial
INV_000829,IL_000829,OL_000722,4,367.49,1469.96,2024-06-12,invoiced
INV_000831,IL_000831,OL_000724,3,189.74,569.22,2024-06-12,invoiced
INV_000834,IL_000834,OL_000727,1,411.67,411.67,2024-06-12,invoiced
INV_000807,IL_000807,OL_000705,9,178.32,1604.8799999999999,2024-06-13,invoiced
INV_000822,IL_000822,OL_000717,5,527.72,2638.6000000000004,2024-06-13,invoiced
INV_000835,IL_000835,OL_000728,1,635.49,635.49,2024-06-13,invoiced
INV_000808,IL_000808,OL_000706,2,350.64,701.28,2024-06-14,invoiced
INV_000817,IL_000817,OL_000713,5,202.35,1011.75,2024-06-14,invoiced
INV_000830,IL_000830,OL_000723,3,205.54,616.62,2024-06-14,invoiced
INV_000765,IL_000765,OL_000666,2,396.72,793.44,2024-06-15,delayed
INV_000790,IL_000790,OL_000688,1,525.67,525.67,2024-06-15,delayed
INV_000816,IL_000816,OL_000712,6,408.46,2450.7599999999998,2024-06-15,invoiced
INV_000821,IL_000821,OL_000716,1,646.02,646.02,2024-06-15,invoiced
INV_000813,IL_000813,OL_000710,3,604.75,1814.25,2024-06-16,invoiced
INV_000826,IL_000826,OL_000720,1,594.2,594.2,2024-06-16,invoiced
INV_000832,IL_000832,OL_000725,1,870.54,870.54,2024-06-16,invoiced
INV_000777,IL_000777,OL_000676,3,534.98,1604.94,2024-06-17,delayed
INV_000809,IL_000809,OL_000707,5,403.31,2016.55,2024-06-17,invoiced
INV_000812,IL_000812,OL_000709,2,886.12,1772.24,2024-06-17,invoiced
INV_000820,IL_000820,OL_000715,2,742.18,1484.36,2024-06-17,invoiced
INV_000825,IL_000825,OL_000719,1,341.55,341.55,2024-06-17,invoiced
INV_000828,IL_000828,OL_000721,1,158.69,158.69,2024-06-17,delayed
INV_000833,IL_000833,OL_000726,1,156.14,156.14,2024-06-17,invoiced
INV_000771,IL_000771,OL_000671,2,406.24,812.48,2024-06-18,delayed
INV_000811,IL_000811,OL_000708,2,250.43,500.86,2024-06-18,delayed
INV_000815,IL_000815,OL_000711,4,159.46,637.84,2024-06-18,delayed
INV_000844,IL_000844,OL_000737,2,203.69,407.38,2024-06-18,partial
INV_000856,IL_000856,OL_000748,5,163.92,819.5999999999999,2024-06-18,partial
INV_000867,IL_000867,OL_000757,2,161.6,323.2,2024-06-18,partial
INV_000836,IL_000836,OL_000729,9,180.25,1622.25,2024-06-19,invoiced
INV_000837,IL_000837,OL_000730,2,341.21,682.42,2024-06-19,invoiced
INV_000838,IL_000838,OL_000731,5,400.44,2002.2,2024-06-19,invoiced
INV_000842,IL_000842,OL_000735,8,160.69,1285.52,2024-06-19,invoiced
INV_000847,IL_000847,OL_000739,2,747.6,1495.2,2024-06-19,invoiced
INV_000859,IL_000859,OL_000750,3,206.68,620.04,2024-06-19,partial
INV_000861,IL_000861,OL_000751,2,955.7,1911.4,2024-06-19,invoiced
INV_000866,IL_000866,OL_000756,1,597.61,597.61,2024-06-19,invoiced
INV_000869,IL_000869,OL_000758,2,379.41,758.82,2024-06-19,partial
INV_000843,IL_000843,OL_000736,7,411.12,2877.84,2024-06-20,invoiced
INV_000864,IL_000864,OL_000754,4,192.25,769.0,2024-06-20,invoiced
INV_000871,IL_000871,OL_000759,3,206.07,618.21,2024-06-20,invoiced
INV_000874,IL_000874,OL_000762,1,161.82,161.82,2024-06-20,invoiced
INV_000819,IL_000819,OL_000714,1,949.18,949.18,2024-06-21,delayed
INV_000840,IL_000840,OL_000733,2,884.3,1768.6,2024-06-21,invoiced
INV_000862,IL_000862,OL_000752,2,751.15,1502.3,2024-06-21,invoiced
INV_000872,IL_000872,OL_000760,3,191.06,573.1800000000001,2024-06-21,invoiced
INV_000873,IL_000873,OL_000761,1,854.1,854.1,2024-06-21,invoiced
INV_000876,IL_000876,OL_000764,2,624.84,1249.68,2024-06-21,invoiced
INV_000848,IL_000848,OL_000740,1,616.22,616.22,2024-06-22,invoiced
INV_000850,IL_000850,OL_000742,5,193.27,966.35,2024-06-22,invoiced
INV_000851,IL_000851,OL_000743,9,176.95,1592.55,2024-06-22,invoiced
INV_000852,IL_000852,OL_000744,4,397.95,1591.8,2024-06-22,invoiced
INV_000854,IL_000854,OL_000746,1,886.96,886.96,2024-06-22,invoiced
INV_000849,IL_000849,OL_000741,5,534.98,2674.9,2024-06-23,invoiced
INV_000853,IL_000853,OL_000745,5,254.87,1274.35,2024-06-23,invoiced
INV_000858,IL_000858,OL_000749,5,423.95,2119.75,2024-06-23,invoiced
INV_000863,IL_000863,OL_000753,4,510.26,2041.04,2024-06-23,invoiced
INV_000865,IL_000865,OL_000755,1,336.26,336.26,2024-06-23,invoiced
INV_000875,IL_000875,OL_000763,1,418.72,418.72,2024-06-23,invoiced
INV_000839,IL_000839,OL_000732,5,253.69,1268.45,2024-06-24,invoiced
INV_000841,IL_000841,OL_000734,3,585.61,1756.83,2024-06-24,invoiced
INV_000846,IL_000846,OL_000738,3,975.55,2926.6499999999996,2024-06-24,invoiced
INV_000855,IL_000855,OL_000747,2,593.4,1186.8,2024-06-24,invoiced
INV_000870,IL_000870,OL_000758,2,379.41,758.82,2024-06-24,delayed
INV_000824,IL_000824,OL_000718,2,193.01,386.02,2024-06-25,delayed
INV_000860,IL_000860,OL_000750,1,206.68,206.68,2024-06-25,delayed
INV_000868,IL_000868,OL_000757,1,161.6,161.6,2024-06-25,delayed
INV_000881,IL_000881,OL_000768,3,253.14,759.42,2024-06-26,partial
INV_000891,IL_000891,OL_000776,1,627.5,627.5,2024-06-26,invoiced
INV_000892,IL_000892,OL_000777,3,525.91,1577.73,2024-06-26,partial
INV_000900,IL_000900,OL_000783,3,207.24,621.72,2024-06-26,invoiced
INV_000845,IL_000845,OL_000737,3,203.69,611.0699999999999,2024-06-27,delayed
INV_000877,IL_000877,OL_000765,5,180.44,902.2,2024-06-27,partial
INV_000888,IL_000888,OL_000774,2,971.91,1943.82,2024-06-27,partial
INV_000894,IL_000894,OL_000778,2,193.26,386.52,2024-06-27,partial
INV_000899,IL_000899,OL_000782,3,412.25,1236.75,2024-06-27,invoiced
INV_000903,IL_000903,OL_000786,1,593.28,593.28,2024-06-27,invoiced
INV_000883,IL_000883,OL_000769,2,862.21,1724.42,2024-06-28,invoiced
INV_000886,IL_000886,OL_000772,6,420.87,2525.2200000000003,2024-06-28,invoiced
INV_000897,IL_000897,OL_000780,1,588.3,588.3,2024-06-28,invoiced
INV_000901,IL_000901,OL_000784,3,193.52,580.5600000000001,2024-06-28,invoiced
INV_000906,IL_000906,OL_000789,1,626.73,626.73,2024-06-28,invoiced
INV_000879,IL_000879,OL_000766,2,344.46,688.92,2024-06-29,invoiced
INV_000887,IL_000887,OL_000773,5,202.79,1013.9499999999999,2024-06-29,invoiced
INV_000890,IL_000890,OL_000775,2,749.12,1498.24,2024-06-29,invoiced
INV_000896,IL_000896,OL_000779,1,336.79,336.79,2024-06-29,invoiced
INV_000904,IL_000904,OL_000787,1,160.13,160.13,2024-06-29,invoiced
INV_000878,IL_000878,OL_000765,4,180.44,721.76,2024-06-30,delayed
INV_000880,IL_000880,OL_000767,5,398.15,1990.75,2024-06-30,invoiced
INV_000895,IL_000895,OL_000778,2,193.26,386.52,2024-06-30,delayed
INV_000898,IL_000898,OL_000781,3,162.61,487.83000000000004,2024-06-30,invoiced
INV_000902,IL_000902,OL_000785,1,856.48,856.48,2024-06-30,invoiced
INV_000857,IL_000857,OL_000748,3,163.92,491.76,2024-07-01,delayed
INV_000884,IL_000884,OL_000770,3,604.91,1814.73,2024-07-01,invoiced
INV_000885,IL_000885,OL_000771,8,162.65,1301.2,2024-07-01,invoiced
INV_000905,IL_000905,OL_000788,1,411.29,411.29,2024-07-01,invoiced
INV_000930,IL_000930,OL_000810,3,405.29,1215.8700000000001,2024-07-02,partial
INV_000941,IL_000941,OL_000819,1,412.75,412.75,2024-07-02,partial
INV_000910,IL_000910,OL_000792,3,401.69,1205.07,2024-07-03,partial
INV_000916,IL_000916,OL_000797,6,408.16,2448.96,2024-07-03,invoiced
INV_000919,IL_000919,OL_000800,2,744.56,1489.12,2024-07-03,invoiced
INV_000920,IL_000920,OL_000801,1,627.34,627.34,2024-07-03,invoiced
INV_000921,IL_000921,OL_000802,5,526.32,2631.6000000000004,2024-07-03,invoiced
INV_000932,IL_000932,OL_000811,2,207.29,414.58,2024-07-03,partial
INV_000935,IL_000935,OL_000813,2,740.98,1481.96,2024-07-03,invoiced
INV_000943,IL_000943,OL_000820,3,204.63,613.89,2024-07-03,invoiced
INV_000945,IL_000945,OL_000822,1,898.37,898.37,2024-07-03,invoiced
INV_000950,IL_000950,OL_000827,3,177.3,531.9000000000001,2024-07-03,invoiced
INV_000907,IL_000907,OL_000790,5,181.69,908.45,2024-07-04,partial
INV_000914,IL_000914,OL_000795,3,591.88,1775.6399999999999,2024-07-04,invoiced
INV_000927,IL_000927,OL_000808,2,585.79,1171.58,2024-07-04,invoiced
INV_000928,IL_000928,OL_000809,5,156.91,784.55,2024-07-04,partial
INV_000944,IL_000944,OL_000821,3,187.83,563.49,2024-07-04,invoiced
INV_000953,IL_000953,OL_000830,2,208.71,417.42,2024-07-04,invoiced
INV_000954,IL_000954,OL_000831,2,512.66,1025.32,2024-07-04,invoiced
INV_000923,IL_000923,OL_000804,8,175.32,1402.56,2024-07-05,invoiced
INV_000947,IL_000947,OL_000824,1,161.06,161.06,2024-07-05,invoiced
INV_000882,IL_000882,OL_000768,3,253.14,759.42,2024-07-06,delayed
INV_000909,IL_000909,OL_000791,2,335.51,671.02,2024-07-06,invoiced
INV_000912,IL_000912,OL_000793,6,261.64,1569.84,2024-07-06,invoiced
INV_000918,IL_000918,OL_000799,3,934.29,2802.87,2024-07-06,invoiced
INV_000924,IL_000924,OL_000805,4,389.44,1557.76,2024-07-06,invoiced
INV_000937,IL_000937,OL_000815,4,189.07,756.28,2024-07-06,invoiced
INV_000939,IL_000939,OL_000817,1,579.69,579.69,2024-07-06,invoiced
INV_000940,IL_000940,OL_000818,2,161.06,322.12,2024-07-06,invoiced
INV_000948,IL_000948,OL_000825,1,400.19,400.19,2024-07-06,invoiced
INV_000889,IL_000889,OL_000774,1,971.91,971.91,2024-07-07,delayed
INV_000893,IL_000893,OL_000777,2,525.91,1051.82,2024-07-07,delayed
INV_000911,IL_000911,OL_000792,2,401.69,803.38,2024-07-07,delayed
INV_000913,IL_000913,OL_000794,2,874.01,1748.02,2024-07-07,invoiced
INV_000915,IL_000915,OL_000796,8,160.91,1287.28,2024-07-07,invoiced
INV_000917,IL_000917,OL_000798,4,209.45,837.8,2024-07-07,invoiced
INV_000925,IL_000925,OL_000806,5,254.38,1271.9,2024-07-07,invoiced
INV_000926,IL_000926,OL_000807,1,870.35,870.35,2024-07-07,invoiced
INV_000929,IL_000929,OL_000809,3,156.91,470.73,2024-07-07,delayed
INV_000934,IL_000934,OL_000812,2,947.32,1894.64,2024-07-07,invoiced
INV_000936,IL_000936,OL_000814,4,525.13,2100.52,2024-07-07,invoiced
INV_000938,IL_000938,OL_000816,1,344.26,344.26,2024-07-07,invoiced
INV_000946,IL_000946,OL_000823,1,594.11,594.11,2024-07-07,invoiced
INV_000949,IL_000949,OL_000826,1,609.18,609.18,2024-07-07,invoiced
INV_000922,IL_000922,OL_000803,4,191.09,764.36,2024-07-08,invoiced
INV_000931,IL_000931,OL_000810,2,405.29,810.58,2024-07-08,delayed
INV_000951,IL_000951,OL_000828,1,342.08,342.08,2024-07-08,invoiced
INV_000952,IL_000952,OL_000829,1,612.46,612.46,2024-07-08,invoiced
INV_000957,IL_000957,OL_000834,2,400.13,800.26,2024-07-09,partial
INV_000956,IL_000956,OL_000833,2,342.41,684.82,2024-07-10,invoiced
INV_000959,IL_000959,OL_000835,6,248.93,1493.58,2024-07-10,invoiced
INV_000961,IL_000961,OL_000837,3,599.29,1797.87,2024-07-10,invoiced
INV_000973,IL_000973,OL_000848,3,160.84,482.52,2024-07-10,invoiced
INV_000975,IL_000975,OL_000850,2,209.85,419.7,2024-07-10,invoiced
INV_000977,IL_000977,OL_000852,1,866.15,866.15,2024-07-10,invoiced
INV_000942,IL_000942,OL_000819,2,412.75,825.5,2024-07-11,delayed
INV_000955,IL_000955,OL_000832,9,178.32,1604.8799999999999,2024-07-11,invoiced
INV_000963,IL_000963,OL_000839,4,405.38,1621.52,2024-07-11,partial
INV_000970,IL_000970,OL_000845,4,190.02,760.08,2024-07-11,invoiced
INV_000971,IL_000971,OL_000846,1,352.84,352.84,2024-07-11,invoiced
INV_000908,IL_000908,OL_000790,4,181.69,726.76,2024-07-12,delayed
INV_000960,IL_000960,OL_000836,2,868.31,1736.62,2024-07-12,invoiced
INV_000962,IL_000962,OL_000838,8,158.23,1265.84,2024-07-12,invoiced
INV_000969,IL_000969,OL_000844,5,516.93,2584.6499999999996,2024-07-12,invoiced
INV_000972,IL_000972,OL_000847,1,594.14,594.14,2024-07-13,invoiced
INV_000976,IL_000976,OL_000851,3,190.63,571.89,2024-07-13,invoiced
INV_000964,IL_000964,OL_000839,2,405.38,810.76,2024-07-14,delayed
INV_000965,IL_000965,OL_000840,5,206.78,1033.9,2024-07-14,invoiced
INV_000968,IL_000968,OL_000843,1,632.3,632.3,2024-07-14,invoiced
INV_000978,IL_000978,OL_000853,1,160.88,160.88,2024-07-14,invoiced
INV_000979,IL_000979,OL_000854,1,423.95,423.95,2024-07-14,invoiced
INV_000980,IL_000980,OL_000855,1,630.67,630.67,2024-07-14,invoiced
INV_000933,IL_000933,OL_000811,2,207.29,414.58,2024-07-15,delayed
INV_000966,IL_000966,OL_000841,3,957.7,2873.1000000000004,2024-07-15,invoiced
INV_000967,IL_000967,OL_000842,2,734.64,1469.28,2024-07-15,invoiced
INV_000974,IL_000974,OL_000849,3,402.94,1208.82,2024-07-15,invoiced
INV_001007,IL_001007,OL_000880,3,515.16,1545.48,2024-07-16,partial
INV_000983,IL_000983,OL_000858,5,400.82,2004.1,2024-07-17,invoiced
INV_000987,IL_000987,OL_000862,7,166.04,1162.28,2024-07-17,invoiced
INV_000988,IL_000988,OL_000863,6,407.62,2445.7200000000003,2024-07-17,invoiced
INV_000991,IL_000991,OL_000866,2,750.4,1500.8,2024-07-17,invoiced
INV_001004,IL_001004,OL_000877,4,207.73,830.92,2024-07-17,invoiced
INV_001012,IL_001012,OL_000884,3,163.33,489.99,2024-07-17,invoiced
INV_001015,IL_001015,OL_000887,2,194.42,388.84,2024-07-17,partial
INV_000982,IL_000982,OL_000857,2,351.92,703.84,2024-07-18,invoiced
INV_000990,IL_000990,OL_000865,3,965.38,2896.14,2024-07-18,invoiced
INV_000995,IL_000995,OL_000870,9,178.48,1606.32,2024-07-18,invoiced
INV_000996,IL_000996,OL_000871,2,399.56,799.12,2024-07-18,partial
INV_000998,IL_000998,OL_000872,3,261.7,785.0999999999999,2024-07-18,partial
INV_001009,IL_001009,OL_000881,4,193.94,775.76,2024-07-18,invoiced
INV_001011,IL_001011,OL_000883,1,609.09,609.09,2024-07-18,invoiced
INV_001020,IL_001020,OL_000891,1,633.86,633.86,2024-07-18,invoiced
INV_000981,IL_000981,OL_000856,9,178.48,1606.32,2024-07-19,invoiced
INV_000986,IL_000986,OL_000861,3,603.79,1811.37,2024-07-19,invoiced
INV_000992,IL_000992,OL_000867,1,640.57,640.57,2024-07-19,invoiced
INV_000993,IL_000993,OL_000868,5,528.87,2644.35,2024-07-19,invoiced
INV_001005,IL_001005,OL_000878,2,976.56,1953.12,2024-07-19,invoiced
INV_000984,IL_000984,OL_000859,5,252.27,1261.3500000000001,2024-07-20,invoiced
INV_000994,IL_000994,OL_000869,4,190.3,761.2,2024-07-20,invoiced
INV_001001,IL_001001,OL_000874,2,596.08,1192.16,2024-07-20,invoiced
INV_000985,IL_000985,OL_000860,2,876.73,1753.46,2024-07-21,invoiced
INV_000989,IL_000989,OL_000864,4,207.6,830.4,2024-07-21,invoiced
INV_001006,IL_001006,OL_000879,2,742.59,1485.18,2024-07-21,invoiced
INV_001013,IL_001013,OL_000885,3,407.94,1223.82,2024-07-21,invoiced
INV_001014,IL_001014,OL_000886,3,208.91,626.73,2024-07-21,invoiced
INV_001017,IL_001017,OL_000888,1,860.3,860.3,2024-07-21,invoiced
INV_001000,IL_001000,OL_000873,1,879.43,879.43,2024-07-22,invoiced
INV_001002,IL_001002,OL_000875,8,161.28,1290.24,2024-07-22,invoiced
INV_001003,IL_001003,OL_000876,5,418.76,2093.8,2024-07-22,invoiced
INV_001010,IL_001010,OL_000882,1,338.6,338.6,2024-07-22,invoiced
INV_001018,IL_001018,OL_000889,1,159.4,159.4,2024-07-22,invoiced
INV_001019,IL_001019,OL_000890,1,410.59,410.59,2024-07-22,invoiced
INV_000958,IL_000958,OL_000834,3,400.13,1200.3899999999999,2024-07-23,delayed
INV_001028,IL_001028,OL_000898,5,161.6,808.0,2024-07-23,partial
INV_001036,IL_001036,OL_000905,2,192.47,384.94,2024-07-23,partial
INV_001021,IL_001021,OL_000892,6,179.77,1078.6200000000001,2024-07-24,partial
INV_001031,IL_001031,OL_000900,5,202.29,1011.4499999999999,2024-07-24,invoiced
INV_001044,IL_001044,OL_000912,1,869.87,869.87,2024-07-24,invoiced
INV_001023,IL_001023,OL_000893,2,340.63,681.26,2024-07-25,invoiced
INV_001024,IL_001024,OL_000894,5,410.0,2050.0,2024-07-25,invoiced
INV_001025,IL_001025,OL_000895,5,252.38,1261.9,2024-07-25,invoiced
INV_001038,IL_001038,OL_000906,2,345.84,691.68,2024-07-25,invoiced
INV_001039,IL_001039,OL_000907,1,585.43,585.43,2024-07-25,invoiced
INV_001040,IL_001040,OL_000908,3,156.47,469.40999999999997,2024-07-25,invoiced
INV_001041,IL_001041,OL_000909,3,414.27,1242.81,2024-07-25,invoiced
INV_001046,IL_001046,OL_000914,1,412.72,412.72,2024-07-25,invoiced
INV_001032,IL_001032,OL_000901,3,943.17,2829.5099999999998,2024-07-26,invoiced
INV_001035,IL_001035,OL_000904,5,522.21,2611.05,2024-07-26,invoiced
INV_001043,IL_001043,OL_000911,3,193.04,579.12,2024-07-26,invoiced
INV_001045,IL_001045,OL_000913,1,160.51,160.51,2024-07-26,invoiced
INV_001047,IL_001047,OL_000915,1,630.8,630.8,2024-07-26,invoiced
INV_001008,IL_001008,OL_000880,1,515.16,515.16,2024-07-27,delayed
INV_001033,IL_001033,OL_000902,2,733.64,1467.28,2024-07-27,invoiced
INV_001042,IL_001042,OL_000910,3,202.51,607.53,2024-07-27,invoiced
INV_000997,IL_000997,OL_000871,2,399.56,799.12,2024-07-28,delayed
INV_001034,IL_001034,OL_000903,1,643.87,643.87,2024-07-28,invoiced
INV_001026,IL_001026,OL_000896,2,880.76,1761.52,2024-07-29,invoiced
INV_001027,IL_001027,OL_000897,3,595.25,1785.75,2024-07-29,invoiced
INV_001030,IL_001030,OL_000899,7,423.95,2967.65,2024-07-29,invoiced
