date,year,month,week_number,year_week,customer_id,product_id,relationship_strength,list_price,category_l1,category_l2,effort_type,substitute_type,scenario_role,platform_type,baseline_qty,adjusted_qty,event_delta,event_id,event_type,event_layer,promo_id,recall_case_id
2024-04-29,2024,4,18,2024-W18,CUST_A,P5,0.8,980.0,Repair,Electrical,mixed,project_specific,one_off_bulk,ICE,0.6692492102907628,0.6692492102907628,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_A,P6,0.85,760.0,Repair,Cooling,effort_driven,none,recall_warranty,ICE,0.4315347891464642,0.4315347891464642,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_A,P7,0.4,640.0,Dealer Launch,Starter Pack,mixed,bundle,new_dealer,All,0.2408564694849095,0.2408564694849095,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_A,P8,0.95,530.0,Repair,Sensors,mixed,limited,hidden_drop,All,0.9525761278597437,0.9525761278597437,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_A,P9,0.75,195.0,Maintenance,Filters,effort_driven,direct,promo_absence,All,0.9755361254409111,0.9755361254409111,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P1,0.82,180.0,Maintenance,Filters,effort_less,direct,stable_baseline,ICE,0.914414307663238,0.914414307663238,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P11,0.7,410.0,Powertrain,Ignition,effort_less,direct,new_normal_ice_decline,ICE,0.5097431976621973,0.5097431976621973,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P12,0.74,260.0,Powertrain,Fuel,effort_less,direct,new_normal_ice_decline,ICE,0.5813094551817124,0.5813094551817124,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P13,0.35,890.0,EV Service,Thermal,effort_driven,limited,new_normal_ev_growth,EV,0.14381676179331726,0.14381676179331726,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P14,0.42,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.2109777905639476,0.2109777905639476,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P2,0.86,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,0.824435625859475,0.824435625859475,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P3,0.7,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,0.6039410398369758,0.6039410398369758,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P4,0.62,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.41238899939013196,0.41238899939013196,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P5,0.55,980.0,Repair,Electrical,mixed,project_specific,one_off_bulk,ICE,0.23846942905464866,0.23846942905464866,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P6,0.65,760.0,Repair,Cooling,effort_driven,none,recall_warranty,ICE,0.17905807285683065,0.17905807285683065,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P8,0.72,530.0,Repair,Sensors,mixed,limited,hidden_drop,All,0.4254061508987409,0.4254061508987409,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_B,P9,0.58,195.0,Maintenance,Filters,effort_driven,direct,promo_absence,All,0.5198744768193834,0.5198744768193834,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_C,P10,0.9,350.0,Accessories,Charging,effort_driven,direct,extreme_promo,All,0.258552,0.258552,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_C,P14,0.6,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.2763598632138055,0.2763598632138055,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_C,P2,0.65,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,0.6057527995845403,0.6057527995845403,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_C,P3,1.0,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,0.7755955974708704,0.7755955974708704,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_C,P4,0.95,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.6634371599408083,0.6634371599408083,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_C,P9,0.92,195.0,Maintenance,Filters,effort_driven,direct,promo_absence,All,0.6300568423860884,0.6300568423860884,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_D,P13,0.48,890.0,EV Service,Thermal,effort_driven,limited,new_normal_ev_growth,EV,0.13418397295425022,0.13418397295425022,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_D,P14,0.3,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.11623356340950512,0.11623356340950512,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_D,P2,0.42,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,0.2849995276335492,0.2849995276335492,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_D,P3,0.35,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,0.1981483752156225,0.1981483752156225,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_D,P7,1.0,640.0,Dealer Launch,Starter Pack,mixed,bundle,new_dealer,All,0.23981723217628276,0.23981723217628276,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_E,P1,0.3,180.0,Maintenance,Filters,effort_less,direct,stable_baseline,ICE,0.14396112515725087,0.14396112515725087,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_E,P10,0.28,350.0,Accessories,Charging,effort_driven,direct,extreme_promo,All,0.049097897726254135,0.049097897726254135,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_E,P14,0.34,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.08117181598933075,0.08117181598933075,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_E,P4,0.46,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.11592000000000002,0.11592000000000002,0.0,,,0,,
2024-04-29,2024,4,18,2024-W18,CUST_E,P8,0.38,530.0,Repair,Sensors,mixed,limited,hidden_drop,All,0.1446375,0.1446375,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P1,1.0,180.0,Maintenance,Filters,effort_less,direct,stable_baseline,ICE,1.8941738555702792,1.8941738555702792,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P10,0.55,350.0,Accessories,Charging,effort_driven,direct,extreme_promo,All,0.36337483109988233,0.36337483109988233,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P11,0.85,410.0,Powertrain,Ignition,effort_less,direct,new_normal_ice_decline,ICE,1.0141712330186676,1.0141712330186676,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P12,0.88,260.0,Powertrain,Fuel,effort_less,direct,new_normal_ice_decline,ICE,1.0534294293857196,1.0534294293857196,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P13,0.5,890.0,EV Service,Thermal,effort_driven,limited,new_normal_ev_growth,EV,0.34458927575253306,0.34458927575253306,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P14,0.72,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.645797827825342,0.645797827825342,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P2,1.0,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,1.7124788491514684,1.7124788491514684,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P3,0.95,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,1.2494179935323146,1.2494179935323146,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P4,0.9,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.8690543771799265,0.8690543771799265,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P5,0.8,980.0,Repair,Electrical,mixed,project_specific,one_off_bulk,ICE,0.6403414530045012,0.6403414530045012,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P6,0.85,760.0,Repair,Cooling,effort_driven,none,recall_warranty,ICE,0.369954862932767,0.369954862932767,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P7,0.4,640.0,Dealer Launch,Starter Pack,mixed,bundle,new_dealer,All,0.2630961074604285,0.2630961074604285,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P8,0.95,530.0,Repair,Sensors,mixed,limited,hidden_drop,All,1.0798993674238055,1.0798993674238055,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_A,P9,0.75,195.0,Maintenance,Filters,effort_driven,direct,promo_absence,All,0.84394784266268,0.84394784266268,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P1,0.82,180.0,Maintenance,Filters,effort_less,direct,stable_baseline,ICE,0.746348410340514,0.746348410340514,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P11,0.7,410.0,Powertrain,Ignition,effort_less,direct,new_normal_ice_decline,ICE,0.4707715376123531,0.4707715376123531,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P12,0.74,260.0,Powertrain,Fuel,effort_less,direct,new_normal_ice_decline,ICE,0.5174394540248596,0.5174394540248596,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P13,0.35,890.0,EV Service,Thermal,effort_driven,limited,new_normal_ev_growth,EV,0.11616730277167646,0.11616730277167646,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P14,0.42,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.2204060754108631,0.2204060754108631,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P2,0.86,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,0.7288537279273268,0.7288537279273268,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P3,0.7,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,0.538058387231089,0.538058387231089,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P4,0.62,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.39813420650738574,0.39813420650738574,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P5,0.55,980.0,Repair,Electrical,mixed,project_specific,one_off_bulk,ICE,0.21314217276151587,0.21314217276151587,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P6,0.65,760.0,Repair,Cooling,effort_driven,none,recall_warranty,ICE,0.16475709265135915,0.16475709265135915,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P8,0.72,530.0,Repair,Sensors,mixed,limited,hidden_drop,All,0.47281039271198777,0.47281039271198777,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_B,P9,0.58,195.0,Maintenance,Filters,effort_driven,direct,promo_absence,All,0.4552063022575357,0.4552063022575357,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_C,P10,0.9,350.0,Accessories,Charging,effort_driven,direct,extreme_promo,All,0.2782064935943266,0.2782064935943266,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_C,P14,0.6,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.2941535465868274,0.2941535465868274,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_C,P2,0.65,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,0.5474890264753306,0.5474890264753306,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_C,P3,1.0,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,0.6113443393255054,0.6113443393255054,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_C,P4,0.95,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.5643330132743164,0.5643330132743164,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_C,P9,0.92,195.0,Maintenance,Filters,effort_driven,direct,promo_absence,All,0.6020335201961918,0.6020335201961918,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_D,P13,0.48,890.0,EV Service,Thermal,effort_driven,limited,new_normal_ev_growth,EV,0.13099151324020072,0.13099151324020072,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_D,P14,0.3,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.10887904954672095,0.10887904954672095,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_D,P2,0.42,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,0.29019203670036126,0.29019203670036126,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_D,P3,0.35,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,0.19142637536199744,0.19142637536199744,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_D,P7,1.0,640.0,Dealer Launch,Starter Pack,mixed,bundle,new_dealer,All,0.23608987664304423,0.23608987664304423,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_E,P1,0.3,180.0,Maintenance,Filters,effort_less,direct,stable_baseline,ICE,0.1438247676041266,0.1438247676041266,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_E,P10,0.28,350.0,Accessories,Charging,effort_driven,direct,extreme_promo,All,0.05080264536012262,0.05080264536012262,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_E,P14,0.34,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.06803926939395223,0.06803926939395223,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_E,P4,0.46,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.17250000000000001,0.17250000000000001,0.0,,,0,,
2024-04-30,2024,4,18,2024-W18,CUST_E,P8,0.38,530.0,Repair,Sensors,mixed,limited,hidden_drop,All,0.1273155373943546,0.1273155373943546,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P1,1.0,180.0,Maintenance,Filters,effort_less,direct,stable_baseline,ICE,1.904910574743146,1.904910574743146,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P10,0.55,350.0,Accessories,Charging,effort_driven,direct,extreme_promo,All,0.3929778392415384,0.3929778392415384,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P11,0.85,410.0,Powertrain,Ignition,effort_less,direct,new_normal_ice_decline,ICE,1.022794322428956,1.022794322428956,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P12,0.88,260.0,Powertrain,Fuel,effort_less,direct,new_normal_ice_decline,ICE,1.0823380105885034,1.0823380105885034,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P13,0.5,890.0,EV Service,Thermal,effort_driven,limited,new_normal_ev_growth,EV,0.34537859512008207,0.34537859512008207,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P14,0.72,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.6216795503835686,0.6216795503835686,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P2,1.0,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,1.5422529362603927,1.5422529362603927,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P3,0.95,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,1.4274101921868925,1.4274101921868925,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P4,0.9,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,1.010586893005767,1.010586893005767,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P5,0.8,980.0,Repair,Electrical,mixed,project_specific,one_off_bulk,ICE,0.5977945612386435,0.5977945612386435,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P6,0.85,760.0,Repair,Cooling,effort_driven,none,recall_warranty,ICE,0.40231998974300276,0.40231998974300276,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P7,0.4,640.0,Dealer Launch,Starter Pack,mixed,bundle,new_dealer,All,0.24450412421936255,0.24450412421936255,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P8,0.95,530.0,Repair,Sensors,mixed,limited,hidden_drop,All,0.9510357049086487,0.9510357049086487,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_A,P9,0.75,195.0,Maintenance,Filters,effort_driven,direct,promo_absence,All,0.8415384336454423,0.8415384336454423,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P1,0.82,180.0,Maintenance,Filters,effort_less,direct,stable_baseline,ICE,0.8994162418097261,0.8994162418097261,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P11,0.7,410.0,Powertrain,Ignition,effort_less,direct,new_normal_ice_decline,ICE,0.42274173589346437,0.42274173589346437,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P12,0.74,260.0,Powertrain,Fuel,effort_less,direct,new_normal_ice_decline,ICE,0.4754829004218511,0.4754829004218511,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P13,0.35,890.0,EV Service,Thermal,effort_driven,limited,new_normal_ev_growth,EV,0.13196969634202985,0.13196969634202985,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P14,0.42,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.20417299180091775,0.20417299180091775,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P2,0.86,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,0.8415127557813293,0.8415127557813293,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P3,0.7,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,0.5555563696498115,0.5555563696498115,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P4,0.62,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.31118431709348543,0.31118431709348543,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P5,0.55,980.0,Repair,Electrical,mixed,project_specific,one_off_bulk,ICE,0.22692979118171686,0.22692979118171686,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P6,0.65,760.0,Repair,Cooling,effort_driven,none,recall_warranty,ICE,0.18036537575373857,0.18036537575373857,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P8,0.72,530.0,Repair,Sensors,mixed,limited,hidden_drop,All,0.4535591248420162,0.4535591248420162,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_B,P9,0.58,195.0,Maintenance,Filters,effort_driven,direct,promo_absence,All,0.41887915317783475,0.41887915317783475,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_C,P10,0.9,350.0,Accessories,Charging,effort_driven,direct,extreme_promo,All,0.2957252829740685,0.2957252829740685,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_C,P14,0.6,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.2672079794528741,0.2672079794528741,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_C,P2,0.65,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,0.5463124623422485,0.5463124623422485,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_C,P3,1.0,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,0.6804186700398422,0.6804186700398422,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_C,P4,0.95,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.5534984042176891,0.5534984042176891,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_C,P9,0.92,195.0,Maintenance,Filters,effort_driven,direct,promo_absence,All,0.5848777067331998,0.5848777067331998,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_D,P13,0.48,890.0,EV Service,Thermal,effort_driven,limited,new_normal_ev_growth,EV,0.11448581293620591,0.11448581293620591,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_D,P14,0.3,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.09809585298768649,0.09809585298768649,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_D,P2,0.42,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,0.260831361836048,0.260831361836048,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_D,P3,0.35,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,0.1788727962066101,0.1788727962066101,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_D,P7,1.0,640.0,Dealer Launch,Starter Pack,mixed,bundle,new_dealer,All,0.24680255870076448,0.24680255870076448,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_E,P1,0.3,180.0,Maintenance,Filters,effort_less,direct,stable_baseline,ICE,0.1852808676074709,0.1852808676074709,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_E,P10,0.28,350.0,Accessories,Charging,effort_driven,direct,extreme_promo,All,0.0395136,0.0395136,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_E,P14,0.34,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.08506339556119061,0.08506339556119061,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_E,P4,0.46,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.11804694864751533,0.11804694864751533,0.0,,,0,,
2024-05-01,2024,5,18,2024-W18,CUST_E,P8,0.38,530.0,Repair,Sensors,mixed,limited,hidden_drop,All,0.11837718679433529,0.11837718679433529,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P1,1.0,180.0,Maintenance,Filters,effort_less,direct,stable_baseline,ICE,1.9521541889929905,1.9521541889929905,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P10,0.55,350.0,Accessories,Charging,effort_driven,direct,extreme_promo,All,0.33273314870583415,0.33273314870583415,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P11,0.85,410.0,Powertrain,Ignition,effort_less,direct,new_normal_ice_decline,ICE,0.8576401304683613,0.8576401304683613,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P12,0.88,260.0,Powertrain,Fuel,effort_less,direct,new_normal_ice_decline,ICE,1.100258769240187,1.100258769240187,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P13,0.5,890.0,EV Service,Thermal,effort_driven,limited,new_normal_ev_growth,EV,0.3307663134649295,0.3307663134649295,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P14,0.72,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.5865398350059867,0.5865398350059867,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P2,1.0,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,1.652046701657764,1.652046701657764,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P3,0.95,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,1.2755699070851405,1.2755699070851405,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P4,0.9,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.8360197337457148,0.8360197337457148,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P5,0.8,980.0,Repair,Electrical,mixed,project_specific,one_off_bulk,ICE,0.6737746342147775,0.6737746342147775,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P6,0.85,760.0,Repair,Cooling,effort_driven,none,recall_warranty,ICE,0.4094822399632955,0.4094822399632955,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P7,0.4,640.0,Dealer Launch,Starter Pack,mixed,bundle,new_dealer,All,0.239427459440167,0.239427459440167,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P8,0.95,530.0,Repair,Sensors,mixed,limited,hidden_drop,All,1.0846309675139127,1.0846309675139127,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_A,P9,0.75,195.0,Maintenance,Filters,effort_driven,direct,promo_absence,All,0.954913252427493,0.954913252427493,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P1,0.82,180.0,Maintenance,Filters,effort_less,direct,stable_baseline,ICE,0.9311679842395727,0.9311679842395727,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P11,0.7,410.0,Powertrain,Ignition,effort_less,direct,new_normal_ice_decline,ICE,0.4745851412265664,0.4745851412265664,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P12,0.74,260.0,Powertrain,Fuel,effort_less,direct,new_normal_ice_decline,ICE,0.5214529781408054,0.5214529781408054,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P13,0.35,890.0,EV Service,Thermal,effort_driven,limited,new_normal_ev_growth,EV,0.13376242469213812,0.13376242469213812,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P14,0.42,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.21052136464299198,0.21052136464299198,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P2,0.86,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,0.7598869743410214,0.7598869743410214,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P3,0.7,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,0.5747631986313413,0.5747631986313413,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P4,0.62,210.0,Service,Visibility,effort_driven,direct,recurring_promo,All,0.36153516484990983,0.36153516484990983,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P5,0.55,980.0,Repair,Electrical,mixed,project_specific,one_off_bulk,ICE,0.22028148308194942,0.22028148308194942,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P6,0.65,760.0,Repair,Cooling,effort_driven,none,recall_warranty,ICE,0.16153175272633216,0.16153175272633216,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P8,0.72,530.0,Repair,Sensors,mixed,limited,hidden_drop,All,0.39570731935495923,0.39570731935495923,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_B,P9,0.58,195.0,Maintenance,Filters,effort_driven,direct,promo_absence,All,0.3910490539923506,0.3910490539923506,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_C,P10,0.9,350.0,Accessories,Charging,effort_driven,direct,extreme_promo,All,0.2800283733849829,0.2800283733849829,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_C,P14,0.6,610.0,Diagnostics,Mixed Pattern,mixed,bundle,mixed_ambiguous,All,0.29254160041780436,0.29254160041780436,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_C,P2,0.65,165.0,Maintenance,Filters,effort_less,direct,stable_baseline,All,0.5558883955214639,0.5558883955214639,0.0,,,0,,
2024-05-02,2024,5,18,2024-W18,CUST_C,P3,1.0,420.0,Service,Brakes,effort_driven,limited,recurring_promo,All,0.6846101773789554,0.6846101773789554,0.0,,,0,,
